Mmp15	-2.98938115739436	8.36411967106607e-12
9530036O11Rik	-2.96894256174228	1.53237817167516e-07
Tmprss3	-2.93864209864435	1.16167323887969e-05
Fabp4	-2.91270961265944	1.7572398373186e-12
Lamp3	-2.9047842253053	1.20593807192181e-07
Fmo9	-2.90468607907745	5.37474921950185e-06
Fgfr3	-2.84227337613369	9.30094655622342e-36
Msx1	-2.82729290353554	1.15427563502138e-05
Gm38244	-2.81692798506156	1.88699320818777e-05
Sytl2	-2.804229067784	9.04136682990337e-10
Tmem252	-2.79372481069625	1.48991659016886e-06
Selenop	-2.78034077417675	8.4619311659512e-13
Cyp2s1	-2.77142457219036	1.19310333746001e-06
Dnah2	-2.76216292298024	2.96666260839604e-06
Reep1	-2.75152392937736	1.09756628218029e-06
Acss1	-2.71966245263347	7.51319391475934e-11
Sftpc	-2.71214014102868	7.98970272805189e-06
Ecscr	-2.71187472428865	1.19770106119741e-06
Slc1a1	-2.69779766050469	1.46734200446893e-07
Gm50268	-2.69660294074183	7.82940599316687e-05
Acsl1	-2.69504006410395	2.15864395110913e-26
Gm5340	-2.69166186453501	2.01188961490036e-08
Flvcr2	-2.68273315092011	1.16050186915747e-06
Lta	-2.67461461753634	7.19310535355207e-07
Rassf9	-2.6736336577988	6.30326320487702e-09
Rac2	-2.66973036552838	2.65946457942116e-07
Itih4	-2.66753321162359	3.03132497601733e-05
Fam83e	-2.66208972957867	9.6884926950206e-09
Sptssb	-2.64908711129815	4.76087733341503e-08
Pgc	-2.64516360936816	5.31898099625077e-07
Slamf9	-2.64287909837446	4.09079767861715e-10
Bcl11b	-2.6337007486359	4.53052932570022e-07
Tnfrsf11b	-2.62307735830271	2.54403979647235e-10
Atp6v0a4	-2.61739577245796	1.50955651995504e-09
Pipox	-2.61707493768041	4.36434888036564e-05
Eln	-2.60917690610851	0.000364613432935084
AI314278	-2.60905911429473	6.6239749939045e-05
Lgals4	-2.58665587353368	3.29546062690746e-06
Fxyd3	-2.58325555270727	5.32300694530649e-08
Gng4	-2.5812529937133	2.06202942813638e-05
Slc7a2	-2.58064018351984	0.000169455440738692
Vsig1	-2.55743800443194	2.54825805335759e-07
Akr1c14	-2.54931412568489	2.76072514147309e-05
Itln1	-2.54783849003786	0.000120207113432528
Osmr	-2.54567998055569	1.6537582022556e-07
Tmc5	-2.50868476586966	3.97001389635427e-05
Lrrc8c	-2.50302888583978	3.94420829872734e-09
Dnajb13	-2.48600396506352	0.000170656786892102
Ldlrad3	-2.47416129765626	7.58740735756771e-15
1810010H24Rik	-2.46562256812817	5.39692396799864e-09
Arhgef38	-2.46113693014899	3.19386578882485e-10
Adcy3	-2.44464408697671	2.49111237721541e-05
Icam1	-2.44298871899651	3.0437494660557e-12
St8sia6	-2.43858629716938	4.10891298646273e-08
Plekhd1	-2.43089873986032	1.29555989853922e-07
Tgfbi	-2.43043537282212	1.65183161857024e-05
Gm50397	-2.42793107161578	1.58128025164693e-06
Serpine2	-2.42700765916214	0.00021350358685791
Rgs4	-2.42593729647015	1.98643973727463e-05
2810459M11Rik	-2.42298053236485	1.14716936427442e-09
Tenm4	-2.40346314497158	2.01123862993179e-06
Lman1l	-2.40051893831922	2.3319820616419e-07
Celf4	-2.38640778673048	9.1558001632984e-08
Il33	-2.3581377604914	8.45904227428704e-07
Fchsd2	-2.35404757090742	5.63370470963205e-08
Zfp57	-2.34254467972496	5.80792477789608e-08
Ghrl	-2.3420671783894	5.15357974855336e-05
Gm45805	-2.34142067441065	1.4467701022076e-06
Hpx	-2.33904364667127	1.18783468889359e-05
Plekhh2	-2.33856524079888	8.48285471131951e-08
Gna14	-2.32933825914177	0.000463095524559637
Gm19950	-2.31316272097032	0.000383789098645428
Apom	-2.31297801135252	1.19021655093668e-06
Lyz2	-2.31158290766446	0.00060186137705155
Pced1b	-2.30432819369492	3.52263457820855e-05
Gm15217	-2.2997101352201	2.66461108844561e-05
Cxcl17	-2.29829571441083	5.43995056743173e-06
Fmo2	-2.29639363781455	0.000411083979070489
Porcn	-2.28777705605747	8.05418586156413e-07
Hnf1aos1	-2.28315132253299	0.000605832315318125
Csrp2	-2.28141093975409	3.2665103186367e-06
Cstdc2	-2.27312834629293	0.000169464424837555
Epha7	-2.26379011819879	8.97932144971372e-06
Kng2	-2.25960595528653	2.72277884480606e-05
Ccdc80	-2.25911767177517	5.18819411220585e-06
Gm20110	-2.24970590486281	0.000732655794337421
C4bp	-2.24538398725962	0.000576164123598889
Gm15401	-2.24338966004306	2.51429419849446e-08
Ccr7	-2.23820488570687	0.000768365877812998
Atp7b	-2.2324308861621	1.72682339735286e-05
B3galt5	-2.20604349252713	0.000440481454064708
Prelid2	-2.20594729540773	2.25608275856625e-05
Rbp1	-2.20584019580255	0.000629840094336485
Svopl	-2.19959618468524	0.000129556873529958
Stk32a	-2.19893686780361	0.000148974118685274
Hsd17b14	-2.19888477445687	7.13164308135107e-07
Aox3	-2.19499522363298	0.000720414484597762
Gm44066	-2.18691278041637	1.58138967720696e-05
Pllp	-2.17798179756627	2.27703211805731e-05
Bmp5	-2.17036339855525	0.000352532086507056
Col27a1	-2.16980131424882	4.16413574191798e-05
Cbs	-2.16812027816666	2.86742038708925e-05
Cebpd	-2.16433862122079	1.75849909189325e-06
Abcb1b	-2.15524174654573	0.000104038433581424
Plxnd1	-2.15148462682212	1.76135067329795e-18
Ffar4	-2.14881905190993	1.58922243581387e-05
Acsbg1	-2.14213641213207	3.48163869375006e-08
Prss32	-2.14095508085573	0.000115964611780285
Rab3b	-2.13683619475632	0.000176047189597856
Tmem191c	-2.13647544760724	6.87580339645814e-05
Atp10d	-2.12768235091268	8.89750395350058e-08
Kctd17	-2.12019520993837	9.25241651780579e-09
Susd2	-2.11563458697998	0.000469593587838821
4930453L07Rik	-2.11411249246059	0.00124267331285648
2900009J06Rik	-2.11124193893537	1.5523010335526e-05
Tanc2	-2.11051949742461	9.28265185775929e-10
Cyp2d26	-2.10127563733693	0.000693118266456949
Npw	-2.10012829705756	0.0048173277554764
Gm38320	-2.09848777489039	0.000337496350889625
Fabp2	-2.09698637291631	0.00190293908579949
Igsf1	-2.08040773588301	0.00317427031451445
Tspan13	-2.07920201634982	2.20559044463288e-07
AW112010	-2.07753808000277	0.000380066137725519
Anxa10	-2.07262604397957	1.45332904329028e-06
P4ha3	-2.07026790647904	0.000806985694291548
Pthlh	-2.06928673614517	0.00228799173582229
Rap1gap	-2.06825863687946	2.0239528807327e-08
Atp8a1	-2.05993739031405	1.72786613166263e-16
Fzd4	-2.05977429466198	2.29726121678182e-07
Mixl1	-2.05101917061901	0.00118719580392991
Fyb	-2.04137845227362	2.04780596630857e-05
F5	-2.04025268572837	0.00521568016424144
Gm28902	-2.03946914796343	0.00349487243263055
Gm49490	-2.03892674199235	0.00276407267608331
Selenbp1	-2.02873286574741	3.42343199310157e-07
Plce1	-2.02824925662737	6.4186882708706e-05
Hpgds	-2.02557394865063	8.66372411231488e-05
Gm15947	-2.02356804107974	0.00113772744320623
Pag1	-2.02032828465887	9.32876071642978e-06
Slc26a2	-2.0103008917134	1.14046467524857e-12
Osbpl6	-2.00728358872897	0.000566600236220055
Hic2	-2.00355779354781	2.4714611395181e-05
Nin	-2.00331163093191	2.42221455223763e-10
Glrp1	-2.00288367591407	4.91489500927496e-06
Tcf7l1	-1.99900930208227	6.33161509093189e-05
Grin1	-1.99405368867522	0.000468252893711711
Hnf1a	-1.99354203897283	0.000185194532064768
Matn2	-1.99022755491845	1.6612271897147e-05
Adam19	-1.98987131763942	0.000460560725199436
Pzp	-1.98445261298172	0.00171426396155314
Mtnr1a	-1.97859247808549	0.00184444688480877
Dnah2os	-1.97855759996533	0.00199289239072786
Gm48427	-1.97567723376278	0.00307197816337436
Sh2d4a	-1.97467481926582	9.96457008469183e-16
Slc22a15	-1.97130390389127	6.29836457923475e-08
Vnn3	-1.96790605502833	0.000560031837041832
Mettl7b	-1.96733423302845	0.000261295627478355
Vstm5	-1.96633972848927	0.000202658974144349
Angpt2	-1.95602283822419	0.000941848476680706
Cyp4f40	-1.953863700541	8.95342388019318e-05
Cplx3	-1.95087119780818	0.00156442972291312
Rhd	-1.94642838130505	0.000108241471402968
Tspan12	-1.94472829818867	0.000935927594131746
Gm5485	-1.9413898429022	0.00118474356284637
9530026P05Rik	-1.9391603234336	0.000328795191651209
Prodh	-1.93593347342446	0.00116627758766153
Wnt5a	-1.92779337245636	0.00161033759721781
Angptl2	-1.92068381113894	0.00712957506755681
Slc25a34	-1.92050577226509	0.00282997713263075
Gm2379	-1.91856238405204	0.00149740134462845
Moxd1	-1.91647872324541	0.00126128564273777
Gk	-1.91371628074244	3.98407693973555e-10
Clmn	-1.8995590591468	2.42750296197236e-07
Tph2	-1.89740089954141	0.00157255654132649
U90926	-1.89407382421972	0.00955910905790049
Apoa1	-1.88776786506268	0.0112329062431141
Sstr3	-1.88606914850075	0.00496911871213634
Gm19589	-1.88550077220052	0.00266551736778423
Gm42735	-1.88177735433987	8.37709402243567e-06
Alcam	-1.88076373976208	1.61737620024659e-05
Pir	-1.87694803754414	3.3616385244593e-07
Selenbp2	-1.87092883148566	0.000125211158504603
Myom2	-1.86430862943967	0.00163167653255621
Vwf	-1.86322352999778	0.000196343803382556
Hid1	-1.86146463368767	2.08146445434951e-07
Nos1ap	-1.86082029438242	0.000141329672432984
Glrx	-1.85515939679267	4.02149450818953e-09
Acnat1	-1.85489861517113	0.000112139730423468
Ogfrl1	-1.8482650634461	8.33510119366597e-05
Mgarp	-1.84727564305619	0.00415094875382881
Tacc1	-1.84628727079638	0.000529056184519346
9030625G05Rik	-1.84515802636202	0.000321907326614095
Cftr	-1.84040195914205	0.018778109464065
Gsap	-1.83576062309393	7.22091686592153e-10
Tmem59l	-1.83412860845336	0.00127623204693036
Prrx2	-1.81971801370311	0.00131768998700898
Krt39	-1.81567342078936	0.00511323842804573
Crlf1	-1.81218105423237	0.0036092431996173
Homer2	-1.8119385497052	3.40313752094516e-05
Olfm5	-1.8106374928523	0.00334636694274897
Atp2a3	-1.80738480131415	2.12655376091042e-05
Acnat2	-1.80380659546236	8.15815531471987e-05
Hacd1	-1.80365684506238	4.2207067379671e-13
Ly6c1	-1.80313230783964	0.000279785907799012
Tfr2	-1.80257459944025	0.00478630681997507
Cbr2	-1.80179062589334	0.00129440467899253
D930020B18Rik	-1.79466074396915	0.000375483692540135
Slc16a14	-1.78886400486419	0.0108639565427096
Hs3st3b1	-1.78564363216289	6.07436668481392e-08
Ugt2b34	-1.78453414006989	0.00331433379875355
Gm37844	-1.78325390578486	0.0103420473814577
Rundc3b	-1.78119194861199	0.000248786500500385
Ccdc83	-1.78001337612357	0.00471690190423394
Sec1	-1.77966162496938	7.93749082903229e-05
Kbtbd11	-1.77917000954313	0.00731638730441117
Trim71	-1.77878058808975	0.00702733141920391
Gm11373	-1.77666570709768	0.00359929934798372
A730020M07Rik	-1.77518357354544	0.00468162217164552
Tcea3	-1.77492106538961	2.18250067336565e-06
Slc9b2	-1.77237529447638	0.00301497800808696
Fetub	-1.77104981264319	0.00086078032630781
Rab11fip4	-1.76727281162828	0.00258393757061767
Aldh1a7	-1.76420824796036	0.000365251675508225
Gm28863	-1.75982793314724	0.0101372859969136
Trpm1	-1.75818834050087	0.000289801094889692
Gpr155	-1.75792816102756	4.44871407838246e-06
Pkdcc	-1.75682016458566	0.0097658544751308
Sema6b	-1.75631607921631	0.0009272938066564
Hnf4a	-1.75591751041715	0.000725945968640221
Sulf2	-1.7555349387182	0.000407905033666547
Adam28	-1.7550986108648	0.000394262306369414
Gkn1	-1.75118912784845	0.00823610260923273
Thnsl2	-1.74761978018183	0.0022549193396631
Esp8	-1.74491807773818	0.0283034126722261
Gm43923	-1.74187080054108	0.00357425702441698
Plppr3	-1.74177603258222	0.00976912301358743
Lbp	-1.74152227988374	0.00031100205698065
Pbld2	-1.73406443228202	0.000738517363226319
C1s1	-1.73223419814285	0.00409550670337226
Ebp	-1.72649351320669	2.30249183759792e-09
Dner	-1.72583705254089	0.00165402629135289
Pigr	-1.72298354521095	7.33815535992606e-05
Arhgap22	-1.72036662620917	3.73903908056406e-05
Clec2h	-1.71922441800801	0.0164963505890071
Gls2	-1.71835753934282	9.497264371982e-07
Arl4a	-1.71714037335673	4.66709949505494e-05
Cdr2l	-1.71148202090697	1.17216913407465e-06
Gm6793	-1.70981381200528	0.00712403071293042
Gm10286	-1.70939711867775	0.000139491975688436
Gm44220	-1.70726239167829	0.00128757249546131
Dapk2	-1.706725172688	0.000501256292922027
Car12	-1.70485472898777	0.00180243585358016
Gpt2	-1.70142081469333	8.80419611114073e-10
Cfb	-1.69879290531621	0.000113237398359229
Slc17a2	-1.69819798105345	0.0111509505774317
Gm35611	-1.69801143041074	0.00763568181005021
Pros1	-1.69478348425235	1.6423342040993e-05
Mir192	-1.69382543324997	0.0122156899129011
Rasgrp4	-1.69317804881082	0.0466887352133714
Kng1	-1.6927169380117	0.0105346374639568
Tspan1	-1.68997310517075	9.66004166846869e-05
Ambp	-1.6869258525574	0.00413728058214587
Slc26a4	-1.68599658969772	0.00378013201966371
Tnc	-1.68452421954359	0.0129618054878835
Slc11a1	-1.68389570664747	0.00293941496825649
Afap1l1	-1.68178232489876	1.26195930435253e-09
Mia	-1.67458418155488	0.00015366673754704
Paox	-1.67138741068366	1.2911902419884e-07
Klhl3	-1.66930486026585	0.0183553112257045
Gm49932	-1.66777745071555	0.00895313919499819
Foxa1	-1.66744526022559	9.03430458279718e-07
Tshz2	-1.66656904516238	0.000248070509120638
Nlrc4	-1.66635711044439	0.00217118784506582
Hif3a	-1.66401496136716	0.000281535398441502
Kdelr3	-1.66230016218094	0.000443747751400517
Ctse	-1.66210580520449	0.000200626216955422
Sftpb	-1.65993430974996	2.98085293576991e-06
Bche	-1.65955902717919	0.000161178913783878
Cltrn	-1.65770119011948	0.0395969698067847
Hkdc1	-1.65558296216851	0.00225910707980635
Mmp13	-1.65519632473795	0.0168948849600635
Syngr3	-1.6510105467404	0.000327534376066428
Chst1	-1.65061713600569	0.00681539494957784
Arl14	-1.65022377397573	0.00228321732511001
E130215H24Rik	-1.64999218665412	0.0182248799179153
Asph	-1.64817695498968	2.29361079331676e-10
Appl2	-1.64376378302791	3.9206676974848e-06
Nostrin	-1.64132915626094	5.20795223502115e-10
Hp	-1.63935666111425	0.0010409480267444
Slc4a8	-1.63518788167154	1.07390976418488e-05
Noxo1	-1.63337429769255	5.68760144507988e-06
Gm26769	-1.62853177398221	0.000540562462985004
Tigit	-1.62799085831182	4.9455565961424e-05
Otop3	-1.62757928216677	0.0455362999061065
1700066B19Rik	-1.62437310008167	1.51816160230315e-08
Gpr20	-1.62328310927846	0.0284337187105825
Tlcd5	-1.62053194160846	3.47813164414743e-05
Ush1g	-1.61868294750831	0.0186706462452995
Abcc8	-1.61688830349972	0.00434406432017134
Camk2a	-1.61579801338867	0.0063944738994407
Frat1	-1.61505478179426	0.000126643127232843
Akr1c12	-1.6137786251431	0.00316211175972002
Zfp9	-1.61323533659731	0.00152351827285611
Gm15848	-1.61207048052816	0.00676301657982779
Prrt1	-1.6083025133747	0.0138087356846152
Spats2l	-1.60806143771532	0.00537062827634336
Shh	-1.60719207072584	0.0201870640741671
Ptprn	-1.60392486914143	0.00529137299449172
C1rl	-1.60392064986514	0.00158831173149611
As3mt	-1.6038386750377	0.00124395969158587
Cubn	-1.60164278051226	0.013034908239328
Gm7694	-1.59852731810393	0.00160864196315316
Rab27a	-1.59512338452218	3.13856204171866e-09
Scn8a	-1.59403333890477	0.00325124066507248
Mefv	-1.59392032644289	0.0199009055404445
Cyp2c68	-1.59333085846716	0.0103786401811009
Filip1	-1.59198635726119	0.00049453833008003
Baiap2l2	-1.59009132011278	0.00410899989107191
Ly6g2	-1.58485843922135	6.49566289935586e-09
Olfr266	-1.5848467368429	0.00905907812134152
Kctd14	-1.58472118927278	0.000619705001487083
Muc2	-1.58260605863776	0.0171645327764881
Gm48485	-1.58187071384044	0.0260407005386471
Morc1	-1.58175971356067	0.00054922258315396
Il2rb	-1.58005698084115	0.00714758043858938
Itga7	-1.57993758387964	5.61959720681089e-18
Ahr	-1.57865216924855	8.09973459211555e-06
Antxr1	-1.57750332525245	6.14306121454932e-05
4933424G05Rik	-1.56744772608813	0.00138478524692825
Gm37261	-1.56435821952794	0.000189290335234958
C4b	-1.56270016657886	0.0211017229495985
Trim6	-1.5619059472924	6.64511827853017e-08
Fam3b	-1.55773726887751	0.00471932960651851
Cilk1	-1.55643451453797	7.22240422487879e-08
Irf8	-1.54971150649732	0.000345490529095223
Pid1	-1.54802637099898	0.00242092867606885
A2ml1	-1.5422486482075	0.0128803318106575
Col14a1	-1.54129531647576	0.013015708487718
Cdh10	-1.54124461302432	0.0241302983323183
Kank4	-1.53988182682307	0.00938300594400331
Slc38a3	-1.53669329677275	0.00998715537955856
Stc1	-1.53668003889925	0.0053476692570691
Gja3	-1.53440119032864	0.00954148853032339
Palmd	-1.53211995515805	0.00401018370244699
Septin4	-1.53030874323127	0.00189343751587526
Slc29a1	-1.52693084078415	7.42518727328307e-06
Jam2	-1.524896918071	0.00165509861081392
Sh3pxd2b	-1.52223096117627	0.00129045872234393
Krt78	-1.5216628822649	0.002605153112918
Gch1	-1.52128111317857	0.00130018053701205
Gucy2g	-1.52088381361515	0.00354940697723149
Esyt3	-1.51880728400623	0.00941476739702395
Prss16	-1.51854955160134	2.79429843571423e-09
Tmem243	-1.51827526110356	6.90243389674337e-10
Gldc	-1.51580950613018	0.0172307075567091
Gabbr1	-1.5150075222982	0.000373153956562834
Barx2	-1.50918907505738	0.0501717172823406
Pcdhgc3	-1.50689303750441	4.0003155650112e-05
Cebpa	-1.50564160757817	3.08490189576296e-12
Klhdc8b	-1.50526462293587	0.000417615262674647
Ndnf	-1.50437249938452	0.000331302796508101
Gm12860	-1.50219565515012	0.0199803975405352
Prr29	-1.50186762046001	0.0125880101229382
D6Ertd527e	-1.50090312170616	6.68371305257672e-05
Pglyrp1	-1.50051563061077	0.000666231882032855
Chsy1	-1.50027017948981	1.27827994578338e-06
Gata5os	-1.49952171894417	0.018180662416469
Agt	-1.49910035663669	0.0527028124747199
Dennd5b	-1.49904151233945	8.15936027021266e-17
Reg3g	-1.49859499421008	0.00926044758183562
Bmp2	-1.49557714105903	0.0188027288188276
Oit1	-1.49075315389718	0.00137685336557177
Gm10522	-1.48706032236682	0.0432121314877492
Abca5	-1.48396888504184	6.22100944870224e-05
Zfp704	-1.48220692540012	0.0392542608188946
Gm14066	-1.48141843830732	0.0236913544349739
Cyp2c65	-1.48100938202777	0.00916154073240706
Gzmd	-1.48056179194714	0.000976907941874103
Slc16a3	-1.48036116874455	0.00949102688126011
Npc2	-1.47806714663394	4.81598273388176e-05
Synpo	-1.47643403929141	6.00505417624286e-06
Lyz1	-1.47610288219478	0.00109698506042871
Gm379	-1.47533948680143	0.014157215750993
Clca3a1	-1.47431592796254	0.0126165601684505
Chst15	-1.4689427523258	0.00949655976712131
Bhlha15	-1.46475230637357	0.00614952883892023
Plut	-1.46431431332167	0.0119544775585679
Rasgrp3	-1.46226744617469	0.000587781258534145
Ptk6	-1.45813064887681	0.0170711831190379
Abcb1a	-1.45769663551016	0.00185052225957527
Gsdme	-1.45705565515081	4.15049997587675e-05
Smim6	-1.45485210589778	0.000968967811115015
Gm28386	-1.45462562523864	0.00147460219066257
Smim31	-1.45291515259302	0.0567300550440421
Aire	-1.45273252492945	0.0342631338800752
Shoc1	-1.45087033158102	0.00960851015141279
Gm19680	-1.45005370681632	0.000208174562930845
Cpn1	-1.44939529264586	0.001787914752067
C730027H18Rik	-1.4488374377913	0.0177952814677092
Col11a2	-1.44866376074698	0.000781966564132114
Slc26a9	-1.44856494770371	5.4520871877688e-10
Ppp2r2b	-1.44520396865374	0.0054289626648425
9230116L04Rik	-1.44322112518882	0.00301940552458089
Muc4	-1.44092803199944	0.00116464902940091
Fmo4	-1.43871887861965	0.0458626399357826
Grb10	-1.43821869957553	0.000843861572603909
Aldh1l2	-1.43325652984495	1.1259547320294e-05
Kcnip2	-1.4322780690284	0.00146307479296678
Gm47705	-1.43085118811336	0.0141343111446135
Gimap8	-1.43010876102767	0.117642425572943
Sema3a	-1.42998790470157	0.0197228877106799
Srd5a1	-1.42944771169059	0.000487107630444592
Fam107b	-1.42801179689496	0.00016055615884208
Lhx6	-1.42628413019028	0.00130736921235108
Lipt2	-1.42628054756288	0.000422880057537546
Sgsm3	-1.42626292744286	1.42783929249201e-05
St6gal1	-1.42441769849304	0.00702806347835757
Slc7a6	-1.42376510463383	1.51425108167675e-07
Gm37969	-1.42296442454253	0.0241226618397022
Akr1c21	-1.41994487080586	0.242169137237288
Ceacam1	-1.417407161658	0.00154311806032375
Fkbp1b	-1.41375428176864	0.000513399109994889
Sgcb	-1.41362578610441	0.00014616909045461
Gm35507	-1.41024159518395	0.00896917663951153
Bex4	-1.40917562997254	0.0147383101497249
Ccnb1ip1	-1.4083104220862	0.18883420444207
Gm16505	-1.40595098717868	0.00230151261582198
Sec14l5	-1.40578604633435	0.0395380658340876
Apbb1	-1.4051514220051	0.000356901833016278
Tcerg1l	-1.40375752042224	0.0261392018623551
D630045J12Rik	-1.4035293300578	1.36076081873334e-06
Apoc4	-1.40328458591969	0.0367170392760307
Tff3	-1.40110539987318	0.0540231235659001
Slc7a11	-1.40068991806226	1.23706596006781e-05
Rgs5	-1.39392342371784	0.0451391661627413
2900092C05Rik	-1.39376639465784	0.0282223687791601
Gpr35	-1.39324624001362	0.0220983599291069
Apoc2	-1.39282196498636	0.0402986441752794
Gm5463	-1.39220632630022	0.0136808299352689
Smarca1	-1.39203097000659	0.00241472266125466
Togaram2	-1.38985235112458	0.0572266958169278
Cldn18	-1.38625899114859	0.000154973403324233
Tmc7	-1.3841164246344	0.000231604255230982
Scgb1a1	-1.38320195831193	0.038711771211896
Plekhs1	-1.3808725258377	0.00222343034242411
Slc7a9	-1.3797907095984	0.019917772435902
Catspere1	-1.37766060517354	0.00348496455756651
Gm43482	-1.37564891202688	0.0217584666964804
Gpm6b	-1.3750671507447	0.0239058579891232
Tmem236	-1.37495965709466	0.018785007708116
Gm5086	-1.37418217876139	0.0406811468708095
4930412C18Rik	-1.37320603962669	0.0132676356406891
Gm36287	-1.37293284448202	0.0254822011982907
Foxa3	-1.37259118252253	0.000187223712904888
Habp2	-1.37121615627458	9.12189812154263e-06
Plac8	-1.36746183630012	0.00395660782990213
Mtus1	-1.36492851779158	1.71362678694341e-06
Mir7026	-1.36293661028787	0.0316422187563458
Avil	-1.36217127324515	0.0010603472518605
Kif12	-1.3614792978752	0.017691698766579
Ern2	-1.3577406772651	0.0913804675987113
Kcnj11	-1.35412396492909	0.0539139426414423
Gm35101	-1.3463395142024	0.0569990981896411
Cym	-1.34624693364287	0.077348418617393
Sorbs2	-1.34532313065341	0.00361246688625982
Bcat2	-1.34217076997463	3.13020896631722e-09
Tm4sf20	-1.34074850894993	0.0137804280680368
Pfkp	-1.33995927836338	0.000825170825013424
Nr1i2	-1.3384525889693	0.026432073036786
Padi2	-1.33505288934448	0.0104998234110523
Nrn1	-1.3341639477329	0.00587753774139335
Rapgef4	-1.33329445908533	0.0802381644655391
Mrc1	-1.3326765141551	0.0194236712661839
Cacnb2	-1.33097892592263	0.0104959864270678
1600014C23Rik	-1.33021038817524	0.018113671123969
Duox2	-1.32879636165367	0.0536189831102514
Ascl4	-1.32634856503761	0.0304181936925571
Adcy9	-1.32629222576164	0.000583681931642748
Tmprss6	-1.32418712321441	0.0381783525402856
Gprin3	-1.32076970045175	0.00331869793584025
Rad51b	-1.32009632022011	2.5310738713236e-07
Adam2	-1.31964318048868	0.0978355640811487
Vnn1	-1.31954311378932	0.0261260616450037
Gm3320	-1.31919648471324	0.0287750917871596
Gm44250	-1.31864243725303	5.78455334123779e-05
Iqcf5	-1.3184243604114	0.0296630336124258
Gm19276	-1.3143669919353	0.00839460510716153
Gm29065	-1.31213929024219	0.0496870893369223
Gfpt2	-1.31001899287173	0.0852800320901245
