barcodes,CD10,CD11b,CD11c,CD123,CD127,CD14,CD141,CD16,CD172a,CD185,CD19,CD192,CD197,CD21,CD24,CD25,CD269,CD27,CD278,CD279,CD3,CD304,CD319,CD38,CD39,CD4,CD40,CD45RA,CD45RO,CD56,CD66b,CD71,CD80,CD86,CD8a,CD95,FceRI,HLA-DR,IgD,IgG1-K-Isotype-Control,IgM,KLRG1,TCR-Va24-Ja18,TCR-Va7.2,TCR-a/b,TCR-g/d
195d17cc4f8711eb841542010a19c80f,6,2,243,29,0,272,60,54,136,0,10,25,8,3,14,1,3,3,2,6,11,5,0,39,8,66,8,40,17,6,16,9,8,35,17,53,5,30,0,0,3,23,10,0,11,80
195d18b24f8711eb841542010a19c80f,2,9,558,9,0,169,55,3,235,0,2,57,2,0,13,2,3,5,1,2,20,2,0,196,6,50,20,21,94,20,0,39,6,145,23,143,8,187,1,3,5,13,6,2,9,72
195d19204f8711eb841542010a19c80f,2,0,2,20,0,8,2,2,9,18,511,3,8,56,14,0,0,7,3,3,24,0,2,76,14,2,38,97,17,5,1,23,7,1,7,7,2,203,28,1,19,10,2,0,15,74
195d19844f8711eb841542010a19c80f,2,6,417,9,0,319,26,5,275,1,4,26,3,0,13,3,2,4,0,2,14,0,6,28,11,30,9,7,45,8,0,10,3,55,9,26,1,489,2,0,3,14,8,0,8,43
195d19e84f8711eb841542010a19c80f,0,0,2,3,3,3,1,6,3,0,4,3,6,0,9,1,8,14,2,1,64,1,2,35,1,229,4,28,12,8,0,2,4,0,8,4,1,1,0,1,1,7,4,0,15,40
195d1a604f8711eb841542010a19c80f,2,0,0,5,6,2,3,3,2,0,3,10,4,0,9,0,4,27,10,28,107,0,1,3,0,176,4,14,170,2,0,0,4,1,17,43,2,3,0,0,3,8,6,2,22,38
195d1aba4f8711eb841542010a19c80f,2,0,0,0,4,7,1,3,4,0,4,1,17,1,8,6,3,51,1,1,268,0,2,89,1,233,4,104,15,4,1,0,3,0,13,13,2,7,0,0,2,15,2,1,69,38
195d1b144f8711eb841542010a19c80f,5,2,3,19,2,8,2,6,10,13,486,7,9,74,131,16,0,3,0,6,6,1,2,89,17,3,60,165,6,12,2,34,5,0,13,6,1,276,50,3,74,20,3,0,13,146
195d1b644f8711eb841542010a19c80f,26,12,677,36,2,435,24,7,464,0,8,93,3,1,15,7,5,5,1,8,12,4,7,70,10,41,28,90,24,4,0,80,4,98,13,128,2,545,0,0,4,21,2,0,10,27
195d1be64f8711eb841542010a19c80f,20,0,3,20,41,6,5,2,8,4,466,12,17,90,416,16,2,115,6,9,308,1,1,211,12,485,38,432,177,6,0,44,5,3,20,62,4,130,73,4,783,13,8,1,126,221
195d1c4a4f8711eb841542010a19c80f,2,4,323,14,2,286,15,6,184,0,12,25,8,1,14,2,1,0,0,7,23,3,4,55,15,51,3,10,18,3,0,11,10,52,14,46,14,139,0,1,6,13,9,0,13,33
195d1cae4f8711eb841542010a19c80f,3,0,0,1,3,4,1,6,2,3,161,7,3,63,265,2,2,7,0,1,13,2,0,19,5,5,97,374,8,6,0,5,5,3,8,4,0,183,6,1,137,14,6,0,8,59
195d1d084f8711eb841542010a19c80f,0,0,4,1,8,7,2,7,5,1,5,5,8,1,10,2,2,69,3,4,368,0,3,32,0,215,2,128,5,3,5,0,5,1,14,8,1,2,1,0,5,11,7,1,280,32
195d1d764f8711eb841542010a19c80f,5,1,0,2,5,4,6,3,4,0,4,9,6,0,12,2,4,25,0,6,129,0,1,6,0,189,4,100,10,4,1,11,1,1,13,6,3,2,0,1,1,13,5,1,17,46
195d1dd04f8711eb841542010a19c80f,3,0,6,2,2,0,2,2,4,3,557,13,6,84,390,47,5,38,1,0,18,1,2,3,6,3,37,329,2,7,1,12,4,5,14,11,0,89,7,1,76,9,1,0,10,72
195d1e2a4f8711eb841542010a19c80f,4,0,3,14,3,6,0,4,4,9,286,2,6,91,45,2,2,2,0,4,11,0,7,53,17,1,37,203,11,8,0,12,4,4,32,10,16,304,59,0,21,15,5,0,16,163
195d1ea24f8711eb841542010a19c80f,2,2,201,2,1,2,2,838,59,0,6,2,5,5,12,0,1,6,8,0,18,0,19,420,0,11,3,525,15,32,1,0,4,2,11,21,2,8,0,1,2,215,3,0,12,38
195d1f064f8711eb841542010a19c80f,0,0,3,8,10,4,4,5,3,2,5,3,5,1,15,1,2,31,6,4,120,1,2,23,1,7,3,318,15,9,0,4,10,2,289,4,4,2,1,1,3,12,3,0,27,51
195d1f604f8711eb841542010a19c80f,1,0,4,2,4,0,3,7,1,0,4,4,3,0,16,1,0,1,2,3,94,0,1,7,0,0,1,41,27,5,0,4,2,1,162,22,2,4,0,0,7,60,3,0,9,31
195d1fd84f8711eb841542010a19c80f,2,0,3,4,13,10,2,8,6,0,4,9,6,1,24,0,2,45,8,5,216,0,1,8,0,204,4,13,162,3,1,6,3,3,24,85,1,5,0,2,5,12,1,0,84,41
195d203c4f8711eb841542010a19c80f,1,0,0,2,3,7,4,4,2,0,2,2,8,0,13,3,4,39,1,6,481,2,1,13,1,249,3,160,5,6,1,2,5,1,18,7,0,3,1,0,5,25,1,0,187,46
195d20aa4f8711eb841542010a19c80f,5,24,299,19,2,220,43,12,155,0,17,82,7,7,13,4,6,3,2,4,11,0,1,111,7,44,9,21,53,143,1,33,6,45,22,112,3,178,1,8,6,19,6,0,9,82
195d210e4f8711eb841542010a19c80f,0,0,4,2,31,4,3,5,3,0,5,8,8,1,10,1,1,22,18,64,210,2,2,14,0,262,6,12,234,6,0,16,7,0,13,61,2,6,0,1,4,7,7,1,48,32
195d21684f8711eb841542010a19c80f,8,0,4,1,1,10,8,3,4,1,6,4,8,2,13,2,3,35,8,3,269,2,2,61,1,215,2,196,9,6,1,3,7,2,14,10,0,9,0,1,8,11,2,0,100,39
195d21cc4f8711eb841542010a19c80f,3,0,0,3,6,1,1,9,9,3,6,3,9,1,11,2,0,8,1,2,23,1,1,2,0,174,2,15,79,6,2,3,4,3,6,39,3,3,0,1,1,10,1,0,20,24
195d22264f8711eb841542010a19c80f,3,0,2,5,0,7,5,11,3,3,3,5,14,0,11,4,4,22,1,2,427,0,11,13,1,3,2,727,12,8,0,1,6,2,18,48,2,8,0,5,6,330,1,0,15,67
195d22944f8711eb841542010a19c80f,3,0,2,1,4,5,4,6,6,0,6,3,5,0,15,0,3,38,12,0,301,0,0,203,0,171,7,341,12,6,2,2,9,0,8,4,1,9,1,3,6,12,10,1,88,46
195d22ee4f8711eb841542010a19c80f,3,1,2,0,26,6,2,7,6,0,6,15,7,0,13,2,1,18,7,11,185,1,4,5,0,240,4,10,185,5,2,0,6,0,35,47,3,6,1,2,1,217,3,1,14,61
195d23484f8711eb841542010a19c80f,14,0,2,1,10,5,5,5,9,2,5,4,4,0,19,2,1,36,1,3,84,0,1,9,1,195,6,30,20,7,1,1,8,3,13,14,4,3,2,0,4,23,8,1,13,36
195d23a24f8711eb841542010a19c80f,3,8,356,5,14,371,13,4,236,0,10,46,7,2,12,3,4,57,5,4,342,1,3,63,18,213,6,225,35,4,0,2,6,37,8,37,2,80,0,0,8,13,5,1,159,40
195d23fc4f8711eb841542010a19c80f,3,1,1,0,14,3,5,7,7,2,6,3,5,0,11,1,0,31,1,3,141,2,6,6,1,1,2,83,15,6,2,1,5,0,399,21,0,1,0,3,4,176,7,1,25,35
195d24604f8711eb841542010a19c80f,3,0,2,1,2,11,1,3,7,0,8,5,4,2,16,0,1,25,2,3,51,3,2,51,1,243,0,17,21,3,2,5,3,0,7,45,1,11,0,1,5,26,5,0,27,35
195d24c44f8711eb841542010a19c80f,5,1,6,33,1,14,6,2,8,5,300,4,8,88,291,1,4,3,1,7,19,1,0,69,13,4,36,276,8,3,3,9,3,3,12,5,1,110,92,1,68,17,12,0,18,177
195d25284f8711eb841542010a19c80f,1,0,1,1,2,3,4,3,3,2,4,3,7,0,20,3,3,16,2,2,131,3,4,13,0,155,6,102,10,3,0,3,5,0,8,5,1,13,0,1,1,9,6,0,20,55
195d25824f8711eb841542010a19c80f,5,0,2,2,4,3,1,7,6,0,7,5,5,1,16,1,2,9,0,1,71,0,0,42,0,223,2,31,12,2,1,2,3,2,6,6,3,5,3,0,0,6,1,1,18,44
195d25d24f8711eb841542010a19c80f,4,0,6,19,0,2,2,2,1,4,540,4,19,158,839,45,2,5,0,5,29,0,4,21,19,2,77,597,12,10,0,1,9,3,8,4,2,82,29,5,167,17,7,0,6,220
195d26364f8711eb841542010a19c80f,1,0,2,2,14,4,3,9,2,0,8,4,4,0,19,3,2,27,12,10,218,3,1,4,0,244,3,8,198,6,3,17,1,2,8,187,4,6,0,2,5,17,2,0,65,21
195d26864f8711eb841542010a19c80f,4,0,5,2,0,3,4,0,7,1,6,6,11,1,18,3,2,64,3,7,157,1,1,58,1,132,6,244,10,3,3,4,9,2,15,2,3,8,0,1,3,13,5,0,80,43
195d26e04f8711eb841542010a19c80f,1,0,2,2,2,4,6,3,5,0,7,4,2,0,9,3,1,1,1,1,46,0,2,4,0,2,1,7,11,3,0,1,1,1,33,5,0,3,0,1,2,27,5,5,15,26
195d273a4f8711eb841542010a19c80f,3,0,2,1,7,4,2,2,3,1,2,4,4,0,15,0,4,22,14,6,88,0,0,47,0,275,2,32,13,6,0,5,4,0,8,9,1,6,1,1,4,16,4,0,32,61
195d27a84f8711eb841542010a19c80f,3,34,1388,24,1,510,57,22,560,1,7,38,12,1,85,4,7,5,1,10,20,1,15,88,34,105,12,22,95,16,7,16,5,313,31,111,7,622,2,13,35,25,35,0,16,68
195d27f84f8711eb841542010a19c80f,9,0,3,4,0,4,4,2,4,0,8,1,8,2,9,2,1,9,2,4,24,1,1,10,0,6,3,16,8,7,1,1,7,1,12,4,4,5,0,0,8,17,4,0,21,32
195d28484f8711eb841542010a19c80f,1,0,4,1,2,9,2,11,6,0,7,6,4,0,25,3,3,82,9,182,175,2,2,8,0,152,2,13,306,3,0,18,1,2,15,154,2,4,1,1,3,16,4,0,70,38
195d28ac4f8711eb841542010a19c80f,2,0,0,0,1,2,4,3,6,0,2,5,4,0,25,1,3,11,2,17,141,0,8,3,0,3,2,24,41,4,0,0,3,0,509,52,2,9,0,0,4,126,4,0,55,26
195d28fc4f8711eb841542010a19c80f,2,0,4,1,9,1,2,4,5,1,5,5,10,0,8,0,1,51,10,5,503,2,2,66,0,207,4,182,6,7,1,6,2,0,9,19,0,9,0,1,2,14,3,2,176,34
195d29604f8711eb841542010a19c80f,3,0,1,2,4,1,2,1,8,0,3,7,11,0,21,0,3,38,1,2,102,1,2,29,3,190,2,91,9,7,1,3,6,2,6,10,1,8,0,1,2,20,3,0,35,22
195d29ba4f8711eb841542010a19c80f,2,0,2,0,1,7,2,49,1,1,2,5,6,0,9,0,3,4,0,6,9,0,3,2,0,1,6,96,7,39,1,0,3,0,17,5,1,6,2,0,0,61,3,1,11,38
195d2a144f8711eb841542010a19c80f,3,0,3,23,9,6,1,4,6,8,261,7,16,26,81,5,1,59,26,9,213,0,0,233,7,244,43,345,7,3,0,18,5,1,15,9,4,137,30,1,16,14,7,0,44,21
195d2a644f8711eb841542010a19c80f,2,0,0,1,12,6,4,2,3,0,3,2,12,1,11,2,1,53,2,7,604,4,3,26,0,227,4,110,12,3,3,2,4,2,17,11,4,9,0,2,5,14,5,0,141,37
195d2abe4f8711eb841542010a19c80f,2,0,9,5,0,7,5,27,3,0,12,4,2,2,6,2,1,5,3,7,273,0,6,4,0,1,6,283,2,3,0,10,2,1,473,57,3,16,0,0,3,369,1,1,54,27
195d2b224f8711eb841542010a19c80f,3,1,5,0,9,5,3,4,6,1,10,2,7,1,12,2,3,47,5,5,205,0,3,12,0,1,5,368,6,6,4,1,3,1,346,14,1,8,1,0,2,12,5,0,75,25
195d2b724f8711eb841542010a19c80f,1,0,3,23,2,7,1,6,7,13,282,2,10,62,38,2,1,2,0,5,17,0,1,45,13,6,37,109,15,8,1,44,4,2,12,3,3,206,29,0,12,33,2,0,11,73
195d2bd64f8711eb841542010a19c80f,0,0,2,5,9,3,8,7,5,1,5,7,8,0,12,4,2,89,5,8,313,1,2,72,1,255,5,124,9,4,1,9,9,3,11,16,4,7,0,1,6,12,5,3,172,39
195d2c304f8711eb841542010a19c80f,3,0,5,4,5,2,2,0,4,0,3,10,5,0,13,6,3,13,3,4,41,1,0,3,0,201,5,8,71,4,0,2,3,3,18,44,0,7,0,0,3,13,4,0,13,38
195d2c8a4f8711eb841542010a19c80f,3,0,3,58,2,5,2,5,3,5,227,1,12,118,173,44,2,7,0,4,13,0,1,224,14,6,30,667,11,5,5,8,5,7,23,2,0,158,28,4,244,12,3,0,10,618
195d2ce44f8711eb841542010a19c80f,3,1,1,2,12,4,5,4,6,0,8,1,13,1,11,3,2,70,7,3,363,1,2,57,0,261,9,99,15,5,2,7,6,2,11,8,1,12,1,2,0,14,5,0,156,31
195d2d3e4f8711eb841542010a19c80f,10,76,916,116,2,327,37,5,379,1,8,44,17,4,30,131,7,10,0,5,49,2,5,177,36,115,18,30,138,6,4,21,5,259,50,209,8,204,2,2,5,24,15,1,15,269
195d2d984f8711eb841542010a19c80f,4,3,947,27,3,68,32,85,655,0,5,8,29,0,13,2,1,6,0,3,21,1,5,11,9,27,8,11,54,9,2,24,4,94,2,18,2,200,1,2,4,16,6,0,18,51
195d2e2e4f8711eb841542010a19c80f,3,0,1,0,5,4,4,7,5,0,3,5,18,0,20,0,2,37,4,3,373,0,2,44,1,150,2,401,10,2,0,1,2,2,10,7,4,6,1,1,3,21,4,36,173,27
195d2e9c4f8711eb841542010a19c80f,4,0,2,2,2,3,5,5,3,3,8,4,7,1,8,3,0,59,3,51,204,1,5,51,0,3,2,5,289,7,1,0,3,7,661,73,0,7,0,0,4,312,4,0,47,37
195d2ef64f8711eb841542010a19c80f,1,0,4,3,21,6,2,2,2,0,6,11,7,1,15,2,1,20,6,62,130,1,1,5,0,203,4,11,127,4,0,0,8,0,10,46,0,3,0,0,4,14,4,2,31,26
195d2f5a4f8711eb841542010a19c80f,5,0,1,4,1,6,6,3,9,0,5,9,6,0,4,1,4,2,3,2,33,3,2,9,1,155,6,12,83,6,2,3,3,1,12,19,5,10,0,1,2,13,7,0,10,59
195d2fb44f8711eb841542010a19c80f,1,0,3,37,0,31,6,3,8,9,307,2,9,46,44,1,2,1,0,5,16,2,0,37,0,2,26,233,2,2,0,11,4,0,15,3,1,66,49,1,40,12,3,0,12,94
195d300e4f8711eb841542010a19c80f,3,1,55,2,0,43,5,3,55,0,8,12,1,0,8,0,0,7,0,1,9,0,2,15,2,4,4,5,23,6,1,0,7,4,8,7,3,16,0,1,4,5,3,1,13,19
195d30684f8711eb841542010a19c80f,2,0,4,3,3,5,1,3,3,1,3,7,4,0,11,0,0,5,1,1,19,0,0,6,0,1,2,9,52,14,2,0,2,0,104,5,1,11,2,4,3,24,8,3,10,53
195d30b84f8711eb841542010a19c80f,5,0,4,1,4,6,3,3,9,0,4,7,12,1,7,2,2,105,2,4,169,2,2,54,0,1,4,113,14,5,3,3,8,2,325,7,1,3,1,0,6,17,3,0,42,45
195d31264f8711eb841542010a19c80f,1,5,454,3,0,344,6,14,240,1,10,19,6,1,22,1,6,0,0,10,19,0,7,49,11,45,6,20,55,5,39,2,5,76,19,64,6,45,0,0,1,25,5,2,5,47
195d31764f8711eb841542010a19c80f,1,1,1,0,2,2,6,102,5,0,5,9,4,2,11,1,3,2,16,29,107,3,8,11,0,5,3,101,23,5,2,8,2,1,401,61,5,13,1,0,2,452,1,0,52,31
195d31d04f8711eb841542010a19c80f,3,0,2,2,9,5,2,4,1,0,10,2,6,0,10,1,5,84,36,10,250,1,1,197,0,243,3,31,39,9,4,79,5,2,10,47,2,7,2,0,2,28,13,0,71,30
195d32204f8711eb841542010a19c80f,2,2,1,2,14,5,2,8,4,1,1,1,9,1,14,7,5,46,2,3,233,2,1,29,0,146,4,252,5,9,0,4,5,0,6,8,1,3,1,0,1,8,2,1,121,40
195d327a4f8711eb841542010a19c80f,4,1,0,3,1,5,3,5,1,0,8,3,8,2,13,2,3,34,2,2,86,1,1,12,0,77,0,92,12,5,0,0,5,2,10,6,1,8,0,1,3,12,2,4,18,36
195d32d44f8711eb841542010a19c80f,24,32,3837,56,0,467,217,87,1427,0,8,12,6,0,19,5,16,2,1,5,20,2,128,259,40,82,76,36,338,12,2,52,8,487,21,182,10,842,2,1,14,32,2,0,18,148
195d33384f8711eb841542010a19c80f,6,0,1,4,1,12,7,5,13,1,12,7,12,1,29,11,5,5,0,10,18,4,0,8,0,10,11,13,19,9,4,0,10,3,25,8,24,13,0,6,7,30,9,0,28,54
195d33884f8711eb841542010a19c80f,2,0,1,6,1,0,2,7,9,6,373,3,20,85,35,39,0,4,1,8,23,0,3,64,9,1,47,252,6,8,0,10,3,1,12,4,3,203,50,0,107,24,2,2,12,154
195d33e24f8711eb841542010a19c80f,2,0,2,56,1,2,2,2,6,15,377,4,10,94,44,7,3,7,0,5,9,1,1,37,13,0,42,133,9,5,1,20,6,3,6,0,2,373,51,1,54,6,4,0,7,55
195d34504f8711eb841542010a19c80f,2,2,25,1,0,6,1,62,12,0,7,7,6,1,15,2,2,5,0,9,17,1,5,146,0,2,6,179,8,12,0,1,3,0,7,16,2,4,0,2,4,12,6,0,13,33
195d34aa4f8711eb841542010a19c80f,4,14,357,12,1,378,37,8,212,3,7,171,5,3,10,1,6,2,1,11,12,1,2,186,14,61,10,18,47,5,1,29,4,123,13,153,5,147,2,2,4,14,3,0,21,79
195d34fa4f8711eb841542010a19c80f,7,0,3,1,3,5,5,4,3,0,415,8,6,101,669,162,1,33,0,6,13,2,3,47,5,4,48,364,3,13,1,17,3,2,15,18,5,55,6,0,279,16,8,0,11,153
195d35544f8711eb841542010a19c80f,0,0,3,21,1,5,0,4,4,6,338,2,2,40,9,1,2,1,4,6,13,0,2,27,13,3,33,179,7,6,0,29,8,2,15,12,1,166,8,2,112,13,4,0,7,59
195d35ae4f8711eb841542010a19c80f,2,0,2,3,26,2,2,3,3,0,4,7,2,0,17,10,0,4,5,7,168,1,1,3,0,218,4,19,145,4,1,38,5,1,6,121,1,4,0,1,2,12,5,0,56,29
195d36084f8711eb841542010a19c80f,2,14,266,9,0,279,38,2,137,0,7,29,2,1,25,1,1,5,0,3,17,1,3,21,9,15,4,11,38,5,0,13,9,24,4,37,7,59,1,1,7,17,2,2,7,26
195d36624f8711eb841542010a19c80f,1,0,2,1,2,3,1,5,5,0,9,5,5,1,18,3,4,8,4,4,48,1,0,37,0,254,8,40,11,4,1,7,3,1,16,7,1,2,0,2,2,17,7,0,11,46
195d36b24f8711eb841542010a19c80f,2,1,4,1,16,1,2,11,7,0,9,9,6,1,20,4,6,75,0,4,127,1,4,2,1,5,6,393,11,7,1,7,5,2,511,30,1,12,0,2,5,26,6,0,34,54
195d370c4f8711eb841542010a19c80f,2,0,0,1,3,4,1,3,5,2,3,5,3,1,15,2,0,7,1,3,36,2,1,8,0,0,4,184,8,9,1,0,4,0,201,7,3,2,0,0,3,20,5,0,9,17
195d37844f8711eb841542010a19c80f,1,0,1,1,19,8,2,3,5,1,8,7,8,1,14,8,1,45,7,13,253,1,0,71,0,186,5,104,11,4,1,1,3,0,7,17,2,7,0,3,2,9,2,0,162,38
195d37e84f8711eb841542010a19c80f,1,2,70,28,4,7,8,2,31,0,331,25,9,9,889,16,2,50,2,5,22,3,1,5,11,5,41,928,11,5,0,88,9,3,10,25,2,248,3,0,1026,22,6,1,8,134
195d38424f8711eb841542010a19c80f,2,3,1,2,9,2,4,6,6,1,12,3,4,0,9,1,2,38,6,3,340,1,0,102,0,157,5,164,9,4,1,4,2,1,9,6,4,16,0,2,5,16,5,0,128,48
195d38a64f8711eb841542010a19c80f,5,23,661,8,0,330,54,9,385,0,12,50,13,1,19,2,6,1,1,7,23,1,11,185,25,102,25,22,82,6,2,14,6,111,24,112,3,174,0,2,6,17,8,2,11,87
195d39004f8711eb841542010a19c80f,3,0,2,1,11,3,4,4,5,0,3,2,8,1,16,1,2,65,6,5,101,1,1,18,0,7,1,184,7,4,2,3,1,1,290,6,1,5,1,0,0,16,5,0,23,22
195d39504f8711eb841542010a19c80f,2,0,0,77,1,5,1,1,9,4,391,9,15,169,80,59,25,5,1,4,14,0,1,56,26,0,99,120,6,7,2,17,6,2,59,7,4,307,38,0,24,11,9,1,12,349
195d39aa4f8711eb841542010a19c80f,6,0,0,13,1,6,5,5,5,25,495,4,14,96,72,2,7,3,3,3,11,1,1,85,2,4,62,183,9,9,0,28,6,3,7,2,2,362,112,2,77,11,8,0,17,217
195d3a044f8711eb841542010a19c80f,2,0,1,0,3,6,6,5,10,0,10,4,2,1,6,0,1,27,3,3,78,0,1,40,0,191,1,206,11,6,2,4,9,0,14,3,4,5,2,4,5,17,5,1,24,35
195d3a684f8711eb841542010a19c80f,4,0,2,2,18,4,2,4,13,0,15,2,8,0,11,6,6,7,15,20,95,0,1,4,0,255,6,25,68,3,3,20,5,0,10,195,0,7,3,5,1,15,2,1,16,41
195d3ac24f8711eb841542010a19c80f,4,0,2,12,2,3,5,2,12,1,240,10,7,16,68,6,1,4,1,0,12,2,0,52,3,4,25,161,11,4,0,5,3,1,9,2,1,103,101,3,240,9,6,1,7,85
195d3b124f8711eb841542010a19c80f,2,3,5,2,3,5,2,5,9,1,4,7,9,1,18,0,2,39,3,6,168,1,1,73,0,3,8,354,6,4,2,3,8,2,265,3,1,5,1,2,0,14,4,2,19,35
195d3b624f8711eb841542010a19c80f,5,0,3,3,2,5,2,5,4,0,4,4,6,1,10,0,1,9,2,3,36,1,1,57,0,142,0,11,10,3,0,4,2,0,8,4,1,9,0,6,2,10,3,0,14,35
195d3bbc4f8711eb841542010a19c80f,4,0,1,2,8,5,3,3,7,0,3,7,12,2,10,0,2,88,7,5,337,0,1,51,0,284,3,112,11,5,0,7,6,0,11,7,0,3,1,2,3,11,1,0,184,41
195d3c164f8711eb841542010a19c80f,6,1,2,0,1,7,1,2,5,0,4,2,1,1,12,14,0,77,17,35,300,0,0,3,1,246,1,16,84,2,2,4,5,1,8,58,1,6,0,1,3,14,2,2,126,41
195d3c664f8711eb841542010a19c80f,3,0,1,1,5,7,1,8,7,1,6,10,15,2,8,7,2,9,4,277,293,1,2,5,1,318,1,11,378,7,1,1,4,2,15,175,1,3,3,0,3,19,4,1,24,51
195d3cc04f8711eb841542010a19c80f,3,0,1,0,9,7,1,1,8,1,4,3,10,0,11,1,3,20,0,9,72,1,5,3,1,3,5,25,33,69,0,0,4,2,142,34,3,5,0,0,1,270,6,16,17,40
195d3d104f8711eb841542010a19c80f,1,0,2,2,24,7,1,3,8,1,5,7,9,1,14,2,0,54,10,108,287,2,0,8,0,238,4,9,333,3,0,0,3,2,9,70,1,7,0,2,3,13,4,0,99,36
195d3d604f8711eb841542010a19c80f,5,0,4,5,4,3,6,4,5,0,3,5,6,3,10,4,5,13,1,2,55,2,0,25,0,160,6,49,12,2,2,2,4,0,11,4,4,2,0,0,1,12,8,2,15,47
195d3df64f8711eb841542010a19c80f,3,0,3,63,2,3,6,5,5,20,491,8,7,177,26,2,4,3,2,2,29,0,0,141,29,9,54,252,6,4,1,77,4,4,12,6,4,524,81,1,153,21,4,1,7,252
195d3e504f8711eb841542010a19c80f,4,0,2,0,5,3,16,2,5,0,1,7,6,1,13,7,1,10,0,4,28,0,1,9,0,261,3,7,36,4,0,2,5,0,20,18,1,6,1,1,2,36,6,0,19,41
195d3eb44f8711eb841542010a19c80f,5,0,9,7,3,7,4,2,9,0,4,7,5,1,14,4,5,14,1,2,14,2,1,1,0,161,2,8,74,5,2,1,4,2,9,18,3,10,0,0,2,20,4,0,12,31
195d3f184f8711eb841542010a19c80f,1,5,263,75,1,168,13,7,152,0,4,14,2,0,11,1,0,5,0,5,15,0,3,67,11,19,6,19,45,3,0,20,5,47,11,56,1,13,2,2,4,16,4,1,10,49
195d3f684f8711eb841542010a19c80f,2,0,8,1,10,4,4,5,6,0,4,2,2,1,52,1,1,54,23,5,224,2,0,199,1,241,2,115,16,5,2,2,4,4,2,8,2,8,0,0,7,12,5,2,67,43
195d3fb84f8711eb841542010a19c80f,18,0,4,41,4,9,8,5,3,15,547,2,7,111,211,0,2,14,0,4,11,0,1,181,4,4,43,223,10,3,2,6,6,2,20,2,3,209,63,1,153,17,5,0,19,154
195d40124f8711eb841542010a19c80f,2,0,7,1,9,7,0,3,5,1,4,8,14,0,14,2,5,87,12,4,333,1,3,46,0,187,2,306,6,6,4,8,4,0,10,6,4,6,0,2,6,14,3,0,111,35
195d40764f8711eb841542010a19c80f,3,0,3,31,0,2,2,2,6,39,639,9,10,155,90,2,2,5,0,7,12,1,0,157,14,3,62,80,9,5,1,59,4,1,9,2,0,268,56,1,38,15,3,1,10,66
195d40c64f8711eb841542010a19c80f,78,1,0,12,0,4,3,6,7,1,77,5,4,8,977,2,14,0,0,3,12,0,3,212,1,1,5,129,8,5,0,0,4,1,29,5,0,23,12,4,316,10,3,0,11,86
195d41204f8711eb841542010a19c80f,2,0,8,1,17,3,4,3,4,3,3,6,9,0,18,5,2,20,7,6,320,0,1,4,2,190,1,14,216,3,1,5,9,1,16,109,2,3,0,0,1,16,4,0,52,46
195d417a4f8711eb841542010a19c80f,6,14,638,68,3,165,70,13,309,1,7,75,5,1,20,1,3,7,1,6,27,2,6,168,16,53,4,15,53,138,1,36,8,69,17,112,6,73,0,0,15,21,7,1,17,171
195d41d44f8711eb841542010a19c80f,3,3,4,4,3,5,3,6,12,0,6,12,9,1,12,2,1,29,2,13,703,1,7,10,0,3,5,20,300,20,0,0,2,2,50,106,1,2,0,0,7,336,3,1,18,33
195d422e4f8711eb841542010a19c80f,3,2,3,4,2,4,8,22,3,0,3,6,5,1,9,0,0,14,0,3,55,2,2,35,2,158,3,40,22,4,5,8,4,2,6,6,0,7,0,0,2,14,3,1,30,50
195d42884f8711eb841542010a19c80f,1,1,30,0,1,4,4,74,9,0,5,1,8,0,14,1,6,3,1,3,8,0,3,29,1,6,2,45,11,40,1,2,2,2,13,2,5,6,1,4,1,37,5,0,13,25
195d42e24f8711eb841542010a19c80f,1,1,2,0,23,1,1,5,4,0,2,5,14,1,12,4,3,76,15,1,352,0,2,50,0,245,1,194,8,7,2,0,5,2,17,7,2,4,2,0,4,14,4,1,111,44
195d43464f8711eb841542010a19c80f,5,0,0,0,10,2,5,5,7,1,7,10,15,3,21,2,7,179,36,3,300,2,2,238,0,173,2,195,5,7,2,34,3,2,14,29,5,7,0,0,3,15,9,1,140,38
195d43964f8711eb841542010a19c80f,5,0,1,1,6,7,4,7,3,1,3,3,4,0,5,2,1,81,4,1,265,0,1,2,2,140,2,28,21,7,2,1,3,2,9,51,1,3,0,2,0,14,8,0,123,40
195d43fa4f8711eb841542010a19c80f,11,28,1067,19,1,477,57,9,462,0,4,33,30,1,33,3,8,9,1,6,13,4,7,144,34,123,22,29,160,8,1,18,13,227,14,100,17,187,0,10,8,27,12,1,12,127
195d445e4f8711eb841542010a19c80f,5,0,4,1,3,7,2,1,8,0,3,6,7,1,11,1,1,55,7,2,102,2,1,49,0,1,5,322,7,7,0,2,2,1,399,7,3,6,0,7,8,14,7,1,13,37
195d44b84f8711eb841542010a19c80f,5,16,991,17,0,246,18,8,643,1,5,108,5,2,15,0,6,6,1,1,22,4,9,104,34,82,28,29,64,9,2,7,4,112,13,94,3,395,1,2,6,12,4,1,9,40
195d45124f8711eb841542010a19c80f,2,1,2,1,8,3,1,3,1,0,4,3,13,3,10,2,3,74,20,4,365,1,2,58,0,208,2,216,11,3,0,4,5,0,11,18,2,6,0,0,4,30,7,0,91,31
