barcodes,CD10,CD11b,CD11c,CD123,CD127,CD14,CD141,CD16,CD172a,CD185,CD19,CD192,CD197,CD21,CD24,CD25,CD269,CD27,CD278,CD279,CD3,CD304,CD319,CD38,CD39,CD4,CD40,CD45RA,CD45RO,CD56,CD66b,CD71,CD80,CD86,CD8a,CD95,FceRI,HLA-DR,IgD,IgG1-K-Isotype-Control,IgM,KLRG1,TCR-Va24-Ja18,TCR-Va7.2,TCR-a/b,TCR-g/d
196138164f8711eb841542010a19c80f,3,3,175,7,0,108,6,3,97,1,283,21,8,59,591,15,3,7,0,4,10,0,0,30,13,16,34,320,12,10,0,11,2,12,18,19,1,231,11,0,99,8,8,1,11,83
196138704f8711eb841542010a19c80f,3,1,1,2,3,5,2,3,2,2,4,8,3,0,13,0,0,8,1,4,59,1,1,18,0,120,3,102,6,1,0,2,3,1,12,4,2,7,1,0,2,11,4,0,16,35
196138c04f8711eb841542010a19c80f,1,0,3,2,8,1,0,3,2,0,6,4,4,4,8,0,5,32,2,2,208,0,0,6,0,1,4,177,6,1,1,2,3,0,196,5,1,5,0,3,4,11,2,2,59,34
196139104f8711eb841542010a19c80f,3,0,6,1,6,9,2,12,4,8,2,10,10,4,22,15,3,29,0,161,72,3,5,4,2,3,4,31,202,5,1,0,11,0,128,82,6,13,2,8,7,170,4,0,15,68
196139604f8711eb841542010a19c80f,2,1,8,3,15,6,9,15,10,1,3,2,12,1,8,2,4,63,12,8,264,1,3,85,1,187,2,114,12,4,2,2,6,1,9,9,3,5,0,4,2,11,3,1,157,36
196139ba4f8711eb841542010a19c80f,20,0,3,21,0,0,2,7,4,16,373,5,15,111,78,3,4,2,0,4,10,1,2,93,11,4,85,280,4,3,1,9,5,0,12,4,2,381,37,1,61,13,3,0,13,142
19613a0a4f8711eb841542010a19c80f,2,0,8,2,0,5,2,176,3,0,2,5,3,1,14,0,2,0,0,3,8,2,1,30,0,0,1,158,3,96,1,2,3,0,14,19,1,7,0,1,3,55,1,0,7,29
19613a5a4f8711eb841542010a19c80f,1,1,0,2,11,0,6,6,4,0,5,6,9,0,11,2,5,35,8,4,280,0,4,34,2,127,2,95,22,5,2,2,10,0,6,6,2,10,1,4,3,19,2,0,92,36
19613aaa4f8711eb841542010a19c80f,5,0,4,1,27,8,5,2,11,1,11,15,13,2,15,1,5,14,4,10,259,4,4,4,0,197,7,25,215,10,3,11,6,3,18,110,3,3,0,3,8,24,7,0,70,54
19613afa4f8711eb841542010a19c80f,7,18,426,8,0,415,13,3,305,0,13,45,8,2,10,1,4,4,1,4,22,1,11,112,11,77,16,13,77,4,3,15,6,175,10,159,3,197,0,1,7,28,9,0,19,117
19613b544f8711eb841542010a19c80f,3,0,2,1,4,5,1,3,3,2,5,2,6,0,14,2,1,13,5,8,101,1,1,1,3,178,0,3,101,4,1,6,6,2,7,135,0,12,2,0,2,19,3,0,14,31
19613ba44f8711eb841542010a19c80f,4,0,2,0,6,3,3,4,6,2,4,7,6,4,18,6,2,30,2,5,314,0,1,25,0,152,2,221,12,8,1,8,2,0,14,5,5,8,0,2,3,20,7,0,101,24
19613bf44f8711eb841542010a19c80f,1,0,0,6,0,3,1,4,2,25,172,1,6,46,47,1,2,2,1,1,5,0,1,23,9,3,26,161,10,7,0,1,3,5,11,3,3,122,9,2,212,6,3,0,4,104
19613c584f8711eb841542010a19c80f,3,0,2,3,7,4,5,11,7,0,3,3,6,0,16,0,2,17,6,5,130,2,1,35,0,191,1,94,1,3,2,2,2,0,18,6,3,7,1,0,1,12,2,0,42,32
19613cbc4f8711eb841542010a19c80f,1,0,1,18,1,5,3,5,6,2,230,3,9,66,15,3,20,5,0,2,6,1,0,18,2,1,22,94,6,3,1,12,1,1,12,6,3,92,12,3,41,20,3,0,14,126
19613d164f8711eb841542010a19c80f,5,13,245,11,0,392,12,7,148,0,4,27,4,0,4,4,1,1,0,2,8,0,3,31,10,19,3,5,27,3,35,5,3,32,11,51,0,71,2,2,5,14,3,0,14,47
19613d984f8711eb841542010a19c80f,2,0,0,3,11,5,6,1,2,0,4,8,13,1,8,1,3,36,2,4,482,0,1,30,0,181,4,254,9,5,2,10,4,0,12,7,3,3,0,2,1,12,4,0,120,31
19613e064f8711eb841542010a19c80f,2,0,2,2,9,1,4,7,1,1,2,4,7,1,13,5,0,36,9,5,347,1,0,43,1,179,2,217,11,3,0,1,2,2,20,11,0,7,0,1,2,20,1,0,196,26
19613e604f8711eb841542010a19c80f,4,1,0,0,13,4,2,1,10,2,6,6,5,1,12,3,1,109,11,8,124,0,2,76,0,1,5,307,7,7,2,7,2,1,307,37,1,4,3,0,1,8,3,0,5,43
19613ece4f8711eb841542010a19c80f,3,0,2,2,11,2,0,2,2,1,4,2,2,1,11,10,3,15,3,3,60,0,1,22,0,124,1,224,6,2,0,0,7,0,12,5,0,3,0,1,4,15,4,0,15,45
19613f284f8711eb841542010a19c80f,3,0,3,35,0,3,1,6,2,3,278,7,4,68,25,0,0,1,0,0,8,1,2,33,3,1,22,146,3,3,1,22,1,1,14,6,1,103,22,2,48,17,4,0,5,68
19613f824f8711eb841542010a19c80f,2,0,2,0,22,5,10,34,3,1,9,4,10,0,16,1,3,92,4,16,226,1,0,5,0,183,3,19,127,3,0,8,1,0,6,135,3,11,1,2,1,11,2,0,100,35
19613fdc4f8711eb841542010a19c80f,3,0,2,1,10,3,1,4,6,0,6,4,6,5,16,1,2,80,6,4,197,1,2,54,0,273,5,134,13,5,0,7,3,0,8,13,5,11,1,2,5,16,3,1,81,25
196140404f8711eb841542010a19c80f,2,0,2,4,7,4,1,5,5,0,1,3,15,1,14,0,3,36,5,2,321,1,0,19,0,289,4,232,8,2,1,1,3,2,4,3,1,8,0,5,0,22,2,0,116,35
196140a44f8711eb841542010a19c80f,2,0,0,0,1,4,3,9,5,4,308,4,9,48,746,19,1,8,2,3,8,0,0,17,7,3,28,270,5,0,0,1,1,0,23,4,3,76,1,1,63,10,17,0,10,64
196140fe4f8711eb841542010a19c80f,2,1,33,2,6,3,3,14,10,0,1,7,5,2,17,4,3,30,67,64,299,1,6,67,13,355,10,314,327,13,0,210,3,1,497,223,3,230,0,1,5,296,6,0,55,41
196141764f8711eb841542010a19c80f,6,0,5,0,18,7,2,3,10,1,5,11,9,2,8,3,3,44,7,67,491,0,4,5,1,259,3,49,24,7,1,1,4,1,13,76,2,5,1,1,5,48,2,1,82,45
196141e44f8711eb841542010a19c80f,1,0,2,1,4,7,1,2,2,1,10,2,4,1,12,1,2,16,1,0,55,2,0,2,0,102,0,2,56,5,1,9,3,1,10,23,2,3,0,2,3,15,2,0,14,25
1961423e4f8711eb841542010a19c80f,3,5,362,16,4,221,11,6,160,1,4,16,13,0,11,4,1,6,1,8,13,1,5,29,5,13,2,10,64,6,9,11,8,38,32,38,1,25,0,1,4,17,9,0,20,57
196142a24f8711eb841542010a19c80f,3,0,0,0,2,6,3,4,5,0,2,6,4,1,11,0,0,30,2,3,46,3,0,51,2,168,1,165,4,4,0,3,3,2,16,5,1,4,0,2,3,12,5,2,18,45
196142fc4f8711eb841542010a19c80f,3,8,532,5,1,206,21,10,269,0,7,65,4,0,10,1,3,2,1,3,14,1,1,27,13,62,7,18,28,7,1,1,5,49,11,25,1,326,1,0,1,17,5,0,14,39
1961436a4f8711eb841542010a19c80f,4,2,5,1,8,4,1,17,10,2,10,6,5,2,12,2,1,32,3,4,158,0,4,3,0,4,3,31,50,10,0,1,2,1,17,8,1,5,0,1,3,294,5,0,7,53
196143ce4f8711eb841542010a19c80f,0,0,0,1,8,2,4,32,8,1,2,2,11,1,15,4,2,41,3,4,487,1,3,158,0,116,4,116,15,5,2,7,5,3,17,2,5,10,0,4,5,17,4,0,142,64
196144324f8711eb841542010a19c80f,3,4,276,30,2,76,49,5,123,0,5,35,6,1,10,0,1,5,0,0,17,0,3,30,5,18,2,30,17,23,3,95,2,23,17,37,7,61,0,3,1,18,6,1,8,42
196144964f8711eb841542010a19c80f,6,0,0,1,7,3,6,1,6,0,9,3,11,0,16,16,2,66,8,5,290,0,3,74,0,210,2,80,29,7,1,6,4,6,6,7,0,8,1,1,5,16,6,0,20,44
196144f04f8711eb841542010a19c80f,3,0,3,4,13,5,5,2,7,0,8,9,5,0,11,2,4,29,0,13,361,3,5,8,0,6,5,33,45,24,1,2,3,0,9,57,3,10,0,1,6,379,3,1,13,58
196145544f8711eb841542010a19c80f,7,0,19,1,16,12,8,4,9,0,7,8,8,2,16,6,8,80,12,10,436,2,0,395,0,219,13,116,23,8,0,0,4,1,20,17,5,10,2,2,5,52,11,0,115,70
196145ae4f8711eb841542010a19c80f,4,0,3,75,1,2,5,5,4,16,503,3,19,124,32,29,51,3,1,6,17,0,0,93,18,1,69,158,7,6,1,23,4,2,13,7,0,126,43,2,45,18,4,0,11,179
196146124f8711eb841542010a19c80f,5,0,4,13,12,17,16,8,8,2,7,26,12,2,54,9,13,47,3,336,557,2,5,37,1,194,9,198,31,25,0,10,18,5,39,9,7,9,2,4,6,85,18,1,154,131
1961466c4f8711eb841542010a19c80f,3,2,0,87,3,8,42,2,4,16,387,5,4,53,110,10,1,6,0,2,8,0,1,113,8,0,29,328,7,7,0,6,8,7,38,5,1,172,87,0,83,9,2,1,9,236
196146c64f8711eb841542010a19c80f,2,0,6,2,6,8,4,4,4,0,5,7,6,0,7,3,2,52,9,3,315,0,2,182,0,175,6,67,18,6,1,1,4,0,5,14,3,6,0,2,5,5,6,0,143,42
196147204f8711eb841542010a19c80f,5,0,0,55,0,32,2,10,5,34,576,8,21,187,202,116,2,3,0,10,20,1,1,132,33,7,68,352,5,6,4,15,4,2,25,12,12,237,106,2,972,9,23,0,7,240
1961477a4f8711eb841542010a19c80f,8,20,626,37,2,299,10,6,261,6,470,98,30,59,91,2,4,8,2,9,34,1,6,293,22,75,82,299,58,13,3,25,5,110,12,129,2,603,9,2,39,38,4,1,18,72
196147d44f8711eb841542010a19c80f,16,0,2,24,0,4,1,3,3,2,283,1,8,76,253,3,3,3,0,0,7,0,0,133,3,2,31,179,13,11,2,15,5,7,11,6,2,185,45,2,159,10,6,0,14,112
196148384f8711eb841542010a19c80f,2,0,3,28,1,4,7,3,2,17,291,9,8,25,15,0,2,2,0,8,13,0,2,69,12,8,83,196,6,9,1,38,5,2,9,7,2,609,23,3,69,17,4,0,9,46
196148924f8711eb841542010a19c80f,1,1,6,3,5,4,1,11,6,2,6,7,5,0,11,1,6,4,0,7,449,0,13,3,1,1,9,614,8,8,1,1,8,1,285,43,2,9,0,2,8,677,5,0,110,26
196148f64f8711eb841542010a19c80f,8,0,2,0,2,6,4,5,4,0,6,5,8,3,11,3,0,12,2,2,66,2,0,12,0,127,2,57,9,5,1,5,2,1,13,6,2,2,0,0,2,8,4,0,11,27
196149504f8711eb841542010a19c80f,4,0,6,2,3,4,4,8,8,0,6,6,6,2,17,13,6,47,5,5,219,1,1,101,0,181,3,49,26,11,1,3,6,4,24,8,3,12,0,1,3,16,4,0,114,43
196149a04f8711eb841542010a19c80f,2,0,1,2,7,4,4,2,7,0,1,4,6,0,12,4,3,14,4,5,49,0,1,24,0,162,3,95,5,4,1,1,3,4,8,4,5,7,0,0,2,14,1,0,16,33
19614a044f8711eb841542010a19c80f,4,0,0,4,1,8,5,2,9,4,221,3,2,63,122,1,3,10,0,4,12,0,3,46,17,4,33,133,5,6,2,8,6,4,11,7,4,238,30,5,4,10,2,2,12,80
19614a5e4f8711eb841542010a19c80f,5,0,3,17,2,1,2,5,5,5,300,4,5,24,43,0,2,4,0,0,7,1,3,47,7,4,40,111,12,4,0,36,3,0,4,3,0,206,9,0,15,5,4,0,5,38
19614ac24f8711eb841542010a19c80f,3,0,2,2,0,2,1,6,5,0,5,5,4,2,7,2,0,27,1,4,67,1,0,42,1,132,4,75,4,5,1,0,3,2,13,4,0,3,0,0,5,7,8,2,17,29
19614b1c4f8711eb841542010a19c80f,3,0,3,1,17,6,2,8,7,0,8,1,14,3,14,1,2,81,5,4,357,0,2,21,0,228,2,87,13,16,2,5,3,1,10,13,2,7,1,0,1,11,3,0,170,32
19614b804f8711eb841542010a19c80f,1,0,1,2,2,0,1,4,3,0,3,4,11,1,9,15,1,33,11,2,272,3,0,20,1,140,5,213,13,8,1,1,3,2,12,5,2,7,0,1,10,16,0,0,140,40
19614be44f8711eb841542010a19c80f,2,15,319,23,0,322,23,4,152,0,6,54,8,0,15,2,1,0,0,6,5,3,1,93,13,39,4,9,48,6,0,8,3,46,20,87,3,63,1,1,4,15,3,0,16,30
19614c484f8711eb841542010a19c80f,2,0,48,0,2,37,5,7,44,2,7,9,7,1,8,1,2,26,33,11,152,1,1,31,2,283,4,12,223,2,1,2,3,5,11,81,4,23,0,1,7,9,5,2,28,22
19614ca24f8711eb841542010a19c80f,4,1,1,1,23,1,5,4,4,1,0,1,7,0,102,0,2,61,6,21,305,2,1,7,1,197,6,85,12,4,0,0,7,0,15,28,1,5,1,1,4,13,2,1,100,37
19614cf24f8711eb841542010a19c80f,1,1,1,2,1,5,4,0,5,7,202,5,6,43,34,2,0,2,1,5,9,0,0,26,6,2,23,221,4,3,0,23,3,1,12,9,2,104,58,1,119,8,7,1,11,67
19614d4c4f8711eb841542010a19c80f,0,0,1,3,0,3,2,3,1,1,237,3,7,101,25,4,2,2,1,2,13,0,2,39,11,3,24,74,9,8,0,42,2,0,6,3,5,261,20,0,8,13,3,0,6,89
19614dc44f8711eb841542010a19c80f,8,2,17,8,9,30,24,53,33,3,24,33,28,5,82,8,10,62,8,29,75,8,7,48,4,60,31,82,82,42,10,8,15,5,57,35,7,29,6,11,13,92,22,0,88,236
19614e284f8711eb841542010a19c80f,3,0,4,1,28,5,2,5,6,2,3,1,11,0,11,8,3,22,13,20,137,1,5,2,0,1,5,74,15,5,3,2,6,2,541,86,1,8,2,1,4,12,4,1,45,38
19614e8c4f8711eb841542010a19c80f,5,0,4,1,10,2,2,2,8,0,5,9,10,1,6,1,5,36,4,5,220,1,0,28,0,189,7,337,6,4,2,1,3,1,9,7,2,2,1,0,1,8,1,0,63,47
19614ee64f8711eb841542010a19c80f,3,0,0,0,30,12,3,5,8,1,10,8,13,3,10,4,3,63,17,3,575,2,5,51,1,242,6,78,13,6,1,3,5,0,19,11,0,10,1,0,4,13,6,0,257,35
19614f404f8711eb841542010a19c80f,3,0,3,2,3,5,5,7,4,2,4,3,7,1,19,3,2,23,1,3,40,1,4,19,0,148,3,56,13,5,5,5,3,2,14,2,3,5,0,1,2,13,6,0,12,51
19614f9a4f8711eb841542010a19c80f,1,0,1,3,18,3,1,3,7,1,4,2,4,1,13,7,1,55,4,4,139,2,1,32,0,186,6,143,15,4,1,17,6,0,13,20,2,9,0,0,3,15,5,0,44,25
196150084f8711eb841542010a19c80f,13,0,370,44,1,28,79,362,269,3,10,37,21,3,60,9,14,2,0,365,15,2,6,6,2,37,6,109,45,22,3,11,19,117,26,32,14,76,3,6,9,101,12,1,18,158
196150584f8711eb841542010a19c80f,0,0,3,29,1,2,3,9,5,24,478,5,8,74,47,0,1,1,2,3,10,0,1,70,31,2,116,183,5,7,2,61,1,5,11,5,1,359,66,1,41,11,3,0,10,56
196150bc4f8711eb841542010a19c80f,4,2,34,3,0,6,2,518,11,0,15,6,2,2,13,0,1,2,0,7,13,1,3,147,2,4,4,309,9,105,0,1,7,0,19,12,2,9,1,0,5,16,3,0,8,33
1961510c4f8711eb841542010a19c80f,0,0,4,1,0,1,4,2,2,1,172,6,1,79,137,0,1,0,0,3,2,0,2,4,3,1,14,174,3,2,1,2,1,1,3,2,2,60,0,0,137,3,1,1,4,76
1961515c4f8711eb841542010a19c80f,3,5,950,90,0,127,69,120,417,2,7,4,2,0,8,3,2,4,0,6,16,2,11,53,13,38,17,14,39,3,1,15,3,103,11,35,3,451,1,1,11,7,8,1,9,37
196151b64f8711eb841542010a19c80f,4,0,4,3,15,6,5,6,2,0,3,6,9,1,11,8,4,15,39,4,141,0,1,4,0,291,6,14,251,4,1,16,6,2,3,205,3,3,2,1,3,10,2,0,39,34
196152104f8711eb841542010a19c80f,3,1,3,6,0,2,4,3,5,9,223,5,6,24,49,0,1,8,0,7,6,2,3,31,3,2,26,90,10,5,1,11,4,0,15,3,2,66,42,3,42,16,4,0,10,109
1961526a4f8711eb841542010a19c80f,49,2,178,15,1,31,30,80,83,5,28,50,47,7,99,15,19,9,0,26,24,9,20,97,1,4,19,271,90,65,5,1,47,6,54,40,49,34,7,19,21,99,82,1,25,338
196152ba4f8711eb841542010a19c80f,2,0,3,0,2,3,2,6,4,2,6,4,10,3,9,1,1,4,4,6,25,1,0,5,0,121,2,9,71,3,0,2,2,0,5,24,3,6,0,1,7,14,4,1,11,34
1961530a4f8711eb841542010a19c80f,5,25,682,5,3,392,49,3,295,1,9,33,16,1,24,1,4,3,0,4,23,1,8,116,10,27,12,22,119,7,0,23,14,173,20,159,10,54,2,9,3,15,22,1,17,38
1961535a4f8711eb841542010a19c80f,4,0,3,3,1,3,5,15,5,0,3,4,5,2,13,0,2,11,0,3,27,0,1,4,0,1,1,90,9,8,0,0,5,0,105,4,2,3,1,1,2,37,6,0,15,35
196153b44f8711eb841542010a19c80f,0,0,4,2,0,2,2,1,2,0,2,11,8,0,23,0,3,27,9,99,192,2,6,3,0,1,3,8,139,1,2,1,3,2,201,36,1,5,0,0,1,34,6,0,18,24
196154044f8711eb841542010a19c80f,4,0,1,0,4,1,3,5,3,0,2,4,5,0,7,0,4,10,6,1,52,1,2,37,1,166,1,43,7,1,1,6,4,1,12,3,5,6,0,1,1,12,3,0,13,42
1961545e4f8711eb841542010a19c80f,57,0,1,9,0,6,1,1,2,5,324,4,5,36,205,3,3,0,0,3,12,0,2,64,1,1,16,73,7,3,0,2,2,1,5,3,1,50,5,0,4,10,3,0,4,79
196154b84f8711eb841542010a19c80f,4,0,2,2,18,3,1,6,3,2,4,9,3,1,12,2,1,76,9,20,254,1,7,2,1,4,0,16,171,7,0,1,4,0,455,58,2,6,0,2,3,317,6,0,123,27
196155124f8711eb841542010a19c80f,3,1,0,1,7,3,3,3,7,1,3,8,20,3,11,2,2,90,13,3,343,2,4,255,0,226,6,351,8,6,0,2,3,1,12,12,2,5,0,2,5,22,5,0,138,32
196155624f8711eb841542010a19c80f,1,1,3,8,16,5,3,6,7,0,5,3,4,0,12,3,2,27,9,25,113,2,1,2,1,190,1,12,156,6,0,8,5,0,9,45,2,3,1,9,6,16,7,0,43,37
196155bc4f8711eb841542010a19c80f,3,0,7,3,8,7,1,7,9,1,4,8,7,3,4,1,3,64,9,4,233,1,3,32,0,140,6,204,8,6,0,0,2,1,6,12,2,6,2,1,2,19,5,0,127,29
196156204f8711eb841542010a19c80f,5,0,3,0,2,5,6,7,14,2,547,5,8,57,780,35,5,13,1,7,4,1,1,19,8,2,53,324,8,5,2,4,4,1,9,6,2,46,2,1,178,12,5,0,12,73
1961567a4f8711eb841542010a19c80f,5,0,1,1,5,4,2,11,2,0,5,6,9,0,15,6,4,70,9,5,254,0,1,87,1,266,1,90,11,5,0,0,5,1,10,2,3,6,1,1,4,8,7,0,129,19
196156ca4f8711eb841542010a19c80f,3,0,3,2,8,3,6,6,5,2,5,4,14,0,12,2,1,56,6,12,209,1,1,36,0,137,0,193,5,6,1,2,2,2,10,9,2,3,0,0,5,14,2,0,66,23
196157384f8711eb841542010a19c80f,3,0,1,2,11,5,4,4,6,0,0,1,9,4,11,2,7,32,2,6,160,3,1,57,0,258,5,197,6,4,0,0,2,0,20,15,2,1,0,0,1,9,7,0,56,25
196158324f8711eb841542010a19c80f,0,0,1,2,1,1,1,13,10,0,1,2,3,0,10,0,3,1,7,6,182,1,9,3,1,4,6,438,4,28,0,0,0,1,247,28,0,10,0,1,6,325,3,0,68,37
196158964f8711eb841542010a19c80f,5,19,940,39,0,582,84,11,630,0,7,104,10,1,18,6,5,5,2,25,16,7,6,133,17,109,17,19,71,13,2,11,4,165,17,138,2,422,1,2,14,17,7,0,46,102
196158f04f8711eb841542010a19c80f,3,0,1,0,3,5,1,3,3,2,3,3,6,0,8,1,3,35,2,7,47,2,1,5,0,197,2,4,108,5,0,2,3,1,3,19,3,2,0,1,3,9,3,1,34,36
196159544f8711eb841542010a19c80f,8,15,399,27,1,227,59,6,223,0,12,63,11,0,16,4,2,1,0,6,15,1,2,163,19,45,10,20,31,8,1,7,6,123,17,108,5,59,0,3,11,6,8,3,17,68
196159ae4f8711eb841542010a19c80f,4,1,5,0,0,3,2,1,9,2,183,7,7,7,403,0,1,3,2,8,4,0,0,7,3,1,26,83,3,10,0,13,5,1,10,3,3,51,0,0,0,16,4,1,6,42
196159fe4f8711eb841542010a19c80f,3,4,302,0,14,7,1,701,58,0,8,2,7,0,14,11,3,27,3,20,105,1,9,360,0,164,1,281,13,103,7,40,5,2,66,86,5,11,3,2,5,66,5,0,35,37
19615a624f8711eb841542010a19c80f,0,0,0,0,2,3,1,5,6,0,5,1,5,3,5,0,4,90,7,5,132,0,1,78,0,1,1,426,4,2,0,2,3,0,381,4,0,4,1,1,3,11,2,29,61,26
19615abc4f8711eb841542010a19c80f,3,0,1,0,0,4,1,5,4,2,2,4,7,0,7,1,0,11,4,1,57,1,0,34,0,3,4,374,8,1,0,1,6,1,389,4,6,4,0,1,0,12,2,8,27,25
19615b0c4f8711eb841542010a19c80f,2,0,7,39,1,2,2,5,9,19,730,4,5,222,77,1,1,1,0,64,14,1,0,117,37,0,89,251,6,4,0,46,4,1,20,4,0,457,80,2,131,15,4,1,6,301
19615b5c4f8711eb841542010a19c80f,3,0,2,2,1,11,8,5,11,2,6,11,12,2,15,1,6,10,5,4,61,2,1,42,2,146,4,118,15,12,2,4,6,2,14,12,4,6,0,1,3,23,9,2,19,60
19615bb64f8711eb841542010a19c80f,0,0,1,0,9,5,5,0,2,0,4,2,0,0,5,2,2,10,4,1,43,0,2,14,0,99,3,83,6,1,1,5,3,2,11,3,1,1,0,3,0,10,3,0,25,15
19615c1a4f8711eb841542010a19c80f,4,0,2,1,16,6,0,3,6,1,4,3,8,0,6,1,4,72,10,4,232,1,1,77,0,131,7,101,17,5,1,5,0,0,5,14,2,6,1,1,2,10,6,0,107,32
19615cba4f8711eb841542010a19c80f,0,0,5,12,0,3,4,5,5,12,431,2,3,57,73,2,1,1,0,10,8,0,0,42,5,5,30,139,7,12,2,16,2,1,21,5,0,216,67,0,368,16,3,4,11,83
19615d144f8711eb841542010a19c80f,2,0,4,0,7,4,3,4,6,0,10,6,4,0,16,0,1,22,2,7,27,1,2,2,0,192,2,7,66,7,0,8,3,3,7,26,3,7,4,0,1,15,5,2,9,44
19615d784f8711eb841542010a19c80f,2,0,3,11,16,7,2,7,2,0,12,18,8,1,15,14,2,50,11,21,212,3,3,9,0,276,6,10,279,9,0,3,10,1,12,100,2,7,0,1,4,339,8,2,39,45
19615dd24f8711eb841542010a19c80f,2,0,7,0,14,3,2,6,4,0,4,6,11,2,12,3,4,50,12,7,342,1,0,45,1,242,5,170,8,3,1,4,3,0,7,7,5,9,1,2,3,13,2,1,43,46
19615e364f8711eb841542010a19c80f,4,0,3,1,38,3,3,6,6,1,5,6,6,3,6,4,2,88,5,11,223,1,1,3,0,224,1,21,80,2,0,17,5,0,9,67,5,5,0,1,3,13,5,0,103,36
19615e864f8711eb841542010a19c80f,1,0,2,7,13,4,7,8,4,0,2,5,11,0,14,0,4,36,4,2,334,1,3,71,0,198,4,170,14,4,1,2,5,1,17,9,1,7,1,4,5,10,3,1,88,43
19615ee04f8711eb841542010a19c80f,4,0,9,2,14,12,6,7,3,1,5,9,26,0,21,9,4,33,12,14,242,4,5,40,1,195,7,179,18,9,2,1,7,5,24,30,5,11,1,2,8,25,8,1,63,78
19615f304f8711eb841542010a19c80f,4,0,1,0,2,1,3,5,3,0,2,6,7,2,15,1,1,26,1,7,52,1,3,11,1,155,3,91,7,2,0,1,6,0,14,9,1,8,2,3,5,14,7,2,18,49
19615f944f8711eb841542010a19c80f,1,0,1,2,8,3,6,6,11,1,3,8,9,0,13,1,1,62,5,12,127,0,4,22,0,2,5,203,8,13,3,1,4,0,478,1,1,7,0,3,2,18,2,0,23,65
19615fee4f8711eb841542010a19c80f,2,0,2,2,12,2,4,7,4,1,1,10,8,1,13,0,2,49,2,4,585,0,1,87,0,194,4,347,7,11,1,2,5,2,17,3,1,4,0,7,3,7,3,1,212,32
196160524f8711eb841542010a19c80f,3,1,1,67,16,3,4,3,10,20,292,9,11,40,36,1,4,32,7,2,339,1,1,130,19,155,55,596,12,7,0,28,3,1,8,6,0,175,74,4,64,16,5,0,118,86
196160a24f8711eb841542010a19c80f,2,1,1,1,8,4,6,4,7,3,7,9,7,1,9,8,1,27,10,11,211,1,1,24,0,246,3,33,22,6,1,4,4,1,17,82,3,9,0,2,4,14,3,0,53,31
196160fc4f8711eb841542010a19c80f,6,19,405,19,2,226,43,7,213,1,5,13,2,1,16,9,6,13,3,10,15,1,1,230,9,47,5,16,72,11,2,50,2,144,17,216,4,87,0,3,3,21,5,1,18,27
1961616a4f8711eb841542010a19c80f,6,0,2,3,11,2,1,7,1,1,2,1,10,0,19,0,2,19,3,7,95,2,1,11,0,125,1,78,9,4,3,2,5,0,9,4,2,6,0,1,2,11,6,0,18,32
196161c44f8711eb841542010a19c80f,3,0,2,1,5,4,6,6,4,1,3,2,7,2,12,7,3,33,1,12,91,1,1,17,1,134,3,202,7,5,0,7,6,2,15,7,1,6,2,1,2,15,1,0,43,44
196162284f8711eb841542010a19c80f,2,0,5,2,3,5,8,1,2,0,6,3,6,1,12,0,4,10,0,5,25,3,2,3,0,6,5,16,8,4,0,9,1,0,353,18,3,6,1,2,2,7,1,1,6,24
196162824f8711eb841542010a19c80f,0,0,1,0,18,6,3,11,6,0,2,4,16,4,16,2,5,72,5,6,304,0,1,47,3,259,3,72,24,3,0,5,1,1,7,17,3,7,0,3,3,15,2,0,109,29
196162dc4f8711eb841542010a19c80f,4,15,355,33,1,273,49,8,178,0,9,90,11,0,20,4,13,4,0,11,29,12,4,100,14,66,13,20,48,16,1,95,4,66,23,138,11,169,0,0,12,19,10,1,19,92
196163404f8711eb841542010a19c80f,2,0,1,25,0,3,3,5,2,26,617,6,10,100,26,1,3,5,0,2,13,0,0,76,13,2,32,240,11,2,1,13,5,0,11,3,1,317,86,0,33,5,3,0,15,104
1961639a4f8711eb841542010a19c80f,3,0,3,318,0,0,49,0,2,0,2,4,5,1,9,0,0,1,0,1,8,22,9,62,2,99,5,178,2,3,0,125,2,19,10,5,1,348,0,0,3,4,1,0,6,25
196163fe4f8711eb841542010a19c80f,1,0,6,2,34,4,2,5,2,1,6,3,8,0,8,1,1,68,15,4,451,2,1,41,3,249,5,73,21,7,1,10,1,0,10,23,2,8,1,5,7,10,9,1,172,40
1961644e4f8711eb841542010a19c80f,4,0,1,1,11,5,7,2,6,0,7,4,4,0,11,3,2,44,7,8,120,0,1,4,0,196,0,6,276,6,0,5,3,3,11,82,2,5,0,2,3,9,3,0,23,36
196164a84f8711eb841542010a19c80f,3,1,2,0,21,1,5,9,3,0,3,5,13,1,13,0,4,54,6,7,440,1,2,56,0,189,2,160,12,6,0,4,5,1,12,12,0,9,1,2,6,25,2,0,111,44
196165024f8711eb841542010a19c80f,5,0,3,2,5,0,1,4,3,1,5,5,6,2,9,2,1,73,8,2,287,1,0,66,1,174,1,272,9,7,1,1,0,2,11,4,2,3,0,1,3,8,4,1,102,45
1961655c4f8711eb841542010a19c80f,4,0,2,9,1,9,6,5,7,2,119,7,3,7,34,0,3,5,3,2,22,0,1,20,6,7,5,65,11,3,0,2,9,0,25,3,1,92,33,2,31,13,5,1,11,71
